Age,Annual_Income,Years_Experience,Family_Size,Education,Mortgage,Credit_Score,Credit_Card_Spending,Online_Banking,Fixed_Deposit,City_Tier,Loan_Approved
55,237078,29,3,Graduate,270706,588,53095,Yes,No,Tier-2,No
56,223354,34,1,Postgraduate,43313,601,81864,Yes,Yes,Tier-1,Yes
53,106238,32,2,Postgraduate,53134,667,22249,Yes,Yes,Tier-1,No
59,112750,37,3,Postgraduate,143056,692,61893,Yes,No,Tier-1,No
53,172563,26,2,Postgraduate,0,791,12040,Yes,No,Tier-3,Yes
26,50412,0,3,Graduate,468691,528,55986,Yes,No,Tier-2,Yes
53,92986,28,2,Postgraduate,175849,783,34632,Yes,No,Tier-3,Yes
32,225341,7,5,Graduate,130092,683,57452,Yes,No,Tier-3,No
30,180743,9,5,Graduate,107756,757,13850,No,No,Tier-1,No
35,233153,12,3,Graduate,118738,634,96080,Yes,No,Tier-1,No
23,34102,0,1,Graduate,288712,805,43420,Yes,No,Tier-1,Yes
24,179531,2,1,Graduate,78477,729,58278,Yes,No,Tier-1,Yes
48,176479,27,4,Postgraduate,356683,547,40526,Yes,No,Tier-1,Yes
22,128578,0,1,Postgraduate,235926,761,79222,Yes,No,Tier-1,Yes
24,140475,0,1,Graduate,307481,771,88390,No,No,Tier-1,Yes
30,166749,9,2,Professional,0,847,93450,Yes,No,Tier-1,Yes
22,168111,0,1,Graduate,249106,630,90520,Yes,No,Tier-2,No
28,210582,1,5,Graduate,159033,808,3772,No,No,Tier-2,No
50,120881,29,5,Postgraduate,189488,766,25368,No,Yes,Tier-1,Yes
32,131378,11,4,Graduate,0,716,80254,Yes,No,Tier-1,Yes
23,56028,1,3,Postgraduate,84882,774,47179,Yes,Yes,Tier-2,Yes
57,243826,35,4,Postgraduate,0,762,33351,Yes,No,Tier-1,No
48,132904,23,1,Postgraduate,145220,701,89104,No,No,Tier-1,Yes
27,70099,2,5,Graduate,316515,762,7560,Yes,Yes,Tier-2,No
47,65397,22,5,Graduate,187301,831,49367,Yes,Yes,Tier-2,Yes
26,140428,4,1,Professional,162960,714,11635,Yes,No,Tier-1,No
22,108682,0,1,Graduate,1723,734,44987,Yes,No,Tier-2,No
30,83642,8,5,Graduate,379075,811,53127,Yes,No,Tier-2,No
58,223824,33,2,Graduate,369197,701,84098,Yes,Yes,Tier-3,Yes
55,170316,31,5,Postgraduate,200093,847,85301,Yes,No,Tier-2,Yes
